id,x,y,label
1071,1.496,1.024,normal
1072,1.036,0.875,normal
1073,1.108,1.37,normal
1074,1.58,0.96,normal
1075,0.993,0.725,normal
1076,0.893,1.167,normal
1077,0.982,1.262,normal
1078,1.115,1.304,normal
1079,1.073,1.082,normal
1080,0.435,1.182,normal
1081,0.79,1.337,normal
1082,0.747,0.774,normal
1083,0.939,1.045,normal
1084,0.558,1.002,normal
1085,0.149,0.487,normal
1086,1.414,0.462,normal
1087,0.931,0.768,normal
1088,0.536,0.472,normal
1089,1.004,1.323,normal
1090,1.648,1.393,normal
1091,1.491,1.05,normal
1092,0.418,0.898,normal
1093,1.345,0.995,normal
1094,1.581,0.939,normal
1095,1.15,0.868,normal
1096,1.003,1.095,normal
1097,0.969,0.723,normal
1098,1.255,1.151,normal
1099,0.673,1.37,normal
1100,1.26,1.092,normal
1101,0.68,1.121,normal
1102,1.001,1.277,normal
1103,1.139,0.744,normal
1104,1.204,0.701,normal
1105,1.688,1.198,normal
1106,1.14,0.652,normal
1107,0.415,1.058,normal
1108,1.168,1.475,normal
1109,1.558,0.842,normal
1110,0.548,1.027,normal
1111,0.913,0.308,normal
1112,1.365,1.278,normal
1113,1.28,1.028,normal
1114,1.292,1.072,normal
1115,0.248,0.823,normal
1116,1.038,1.041,normal
1117,1.013,0.966,normal
1118,1.148,0.709,normal
1119,0.634,0.96,normal
1120,1.292,0.938,normal
1121,0.812,0.955,normal
1122,0.833,0.839,normal
1123,0.618,0.9,normal
1124,1.393,1.007,normal
1125,1.177,0.77,normal
1126,0.934,1.235,normal
1127,0.965,0.595,normal
1128,1.034,1.055,normal
1129,1.007,0.61,normal
1130,1.226,1.28,normal
1131,1.645,0.752,normal
1132,1.274,1.201,normal
1133,0.906,0.554,normal
1134,0.919,1.12,normal
1135,1.048,1.04,normal
1136,0.304,1.278,normal
1137,1.19,0.886,normal
1138,1.28,0.741,normal
1139,0.852,1.157,normal
1140,1.201,0.883,normal
1141,1.335,0.713,normal
1142,1.316,1.214,normal
1143,1.06,1.405,normal
1144,1.426,0.387,normal
1145,1.256,1.005,normal
1146,1.218,0.693,normal
1147,1.186,1.131,normal
1148,0.836,1.226,normal
1149,0.946,1.295,normal
1150,0.522,1.0,normal
1151,0.599,1.21,normal
1152,1.666,0.743,normal
1153,1.412,0.707,normal
1154,0.891,1.109,normal
1155,0.889,1.61,normal
1156,0.912,0.709,normal
1157,0.681,1.26,normal
1158,0.937,0.905,normal
1159,1.004,0.959,normal
1160,1.004,0.747,normal
1161,0.534,0.826,normal
1162,0.836,1.325,normal
1163,0.75,1.022,normal
1164,0.922,1.026,normal
1165,0.61,0.443,normal
1166,0.594,1.066,normal
1167,1.249,1.381,normal
1168,1.039,0.774,normal
1169,0.8,0.791,normal
1170,1.245,0.949,normal
1171,0.822,0.818,normal
1172,0.774,1.272,normal
1173,0.591,0.709,normal
1174,1.428,0.811,normal
1175,1.307,1.205,normal
1176,0.063,1.266,normal
1177,0.833,0.639,normal
1178,0.761,1.167,normal
1179,1.594,0.98,normal
1180,1.364,0.851,normal
1181,0.782,0.38,normal
1182,0.702,0.832,normal
1183,0.926,1.201,normal
1184,0.554,1.194,normal
1185,0.809,0.857,normal
1186,0.984,0.813,normal
1187,0.848,1.152,normal
1188,1.322,1.232,normal
1189,0.946,0.76,normal
1190,0.915,1.005,normal
1191,0.912,0.856,normal
1192,0.683,0.877,normal
1193,1.547,0.714,normal
1194,0.684,0.75,normal
1195,1.309,0.549,normal
1196,1.433,0.371,normal
1197,0.773,0.695,normal
1198,0.58,1.016,normal
1199,1.001,1.337,normal
1200,1.125,0.86,normal
1201,1.096,0.996,normal
1202,1.221,1.499,normal
1203,0.873,1.169,normal
1204,1.051,0.71,normal
1205,0.967,0.705,normal
1206,1.247,1.034,normal
1207,1.299,0.725,normal
1208,0.834,1.27,normal
1209,1.196,0.584,normal
1210,0.383,1.229,normal
1211,0.546,0.611,normal
1212,0.913,0.855,normal
1213,1.236,0.736,normal
1214,1.352,0.728,normal
1215,0.914,1.505,normal
1216,0.999,1.348,normal
1217,0.774,1.338,normal
1218,1.06,0.845,normal
1219,1.546,1.141,normal
1220,1.169,0.694,normal
1221,0.663,0.822,normal
1222,0.699,1.58,normal
1223,0.438,0.673,normal
1224,1.536,0.606,normal
1225,0.527,1.27,normal
1226,0.726,1.064,normal
1227,0.877,1.087,normal
1228,1.106,0.736,normal
1229,1.477,1.021,normal
1230,1.212,0.712,normal
1231,0.869,1.063,normal
1232,0.377,0.885,normal
1233,0.958,0.752,normal
1234,0.879,1.22,normal
1235,1.319,1.149,normal
1236,1.118,1.05,normal
1237,1.687,0.322,normal
1238,1.055,0.884,normal
1239,1.089,1.403,normal
1240,1.099,1.092,normal
1241,1.183,1.232,normal
1242,0.998,1.95,normal
1243,0.963,1.034,normal
1244,1.553,0.935,normal
1245,1.223,0.544,normal
1246,0.585,0.752,normal
1247,1.345,0.913,normal
1248,1.194,0.883,normal
1249,0.729,0.856,normal
1250,0.817,1.175,normal
1251,1.348,1.133,normal
1252,0.813,0.819,normal
1253,1.395,1.129,normal
1254,0.828,0.858,normal
1255,0.521,0.77,normal
1256,1.19,1.062,normal
1257,0.776,1.097,normal
1258,0.959,0.943,normal
1259,0.483,1.084,normal
1260,1.092,0.928,normal
1261,1.273,1.076,normal
1262,0.637,1.001,normal
1263,0.734,1.343,normal
1264,1.303,1.051,normal
1265,0.88,0.924,normal
1266,1.61,1.114,normal
1267,1.694,0.728,normal
1268,1.038,0.779,normal
1269,0.758,0.635,normal
1270,0.746,0.817,normal
1271,0.763,0.983,normal
1272,0.992,0.881,normal
1273,1.09,0.947,normal
1274,1.277,0.365,normal
1275,0.955,0.849,normal
1276,1.095,1.799,normal
1277,1.238,0.071,normal
1278,1.227,1.384,normal
1279,0.873,1.132,normal
1280,0.849,0.741,normal
1281,1.18,1.164,normal
1282,1.082,1.396,normal
1283,0.465,0.977,normal
1284,0.98,1.217,normal
1285,1.132,1.363,normal
1286,1.202,0.378,normal
1287,0.776,0.709,normal
1288,1.332,1.074,normal
1289,0.897,1.323,normal
1290,0.825,1.527,normal
1291,1.141,1.385,normal
1292,1.257,0.492,normal
1293,1.439,1.091,normal
1294,0.661,0.874,normal
1295,0.263,0.441,normal
1296,1.283,0.8,normal
1297,1.029,1.565,normal
1298,0.354,0.956,normal
1299,1.277,0.646,normal
1300,1.449,1.506,normal
1301,0.606,1.192,normal
1302,1.12,0.86,normal
1303,0.972,0.884,normal
1304,1.126,0.886,normal
1305,1.066,1.172,normal
1306,1.206,1.229,normal
1307,1.23,1.184,normal
1308,1.583,0.994,normal
1309,0.71,0.807,normal
1310,0.7,0.771,normal
1311,1.029,1.306,normal
1312,1.251,1.546,normal
1313,1.164,1.012,normal
1314,0.864,1.163,normal
1315,0.837,0.752,normal
1316,0.932,0.842,normal
1317,1.6,1.019,normal
1318,1.361,0.769,normal
1319,0.873,1.336,normal
1320,0.516,1.258,normal
1321,0.861,1.186,normal
1322,0.653,1.824,normal
1323,1.141,0.8,normal
1324,1.155,0.538,normal
1325,0.728,0.999,normal
1326,0.73,0.699,normal
1327,1.125,1.696,normal
1328,0.321,0.59,normal
1329,1.029,1.32,normal
1330,0.235,1.598,normal
1331,0.83,0.882,normal
1332,0.289,0.509,normal
1333,1.168,1.762,normal
1334,0.932,0.884,normal
1335,1.178,1.405,normal
1336,0.95,0.48,normal
1337,0.792,1.072,normal
1338,0.668,1.249,normal
1339,0.933,0.86,normal
1340,1.598,0.828,normal
1341,0.934,0.886,normal
1342,0.852,1.167,normal
1343,1.135,0.906,normal
1344,0.138,1.22,normal
1345,0.533,1.282,normal
1346,0.465,0.235,normal
1347,0.643,0.884,normal
1348,1.035,0.322,normal
1349,1.108,0.968,normal
1350,0.746,0.981,normal
1351,0.768,1.392,normal
1352,1.255,1.052,normal
1353,1.499,1.292,normal
1354,1.61,1.021,normal
1355,1.199,1.12,normal
1356,0.685,0.866,normal
1357,0.523,0.622,normal
1358,0.627,1.21,normal
1359,1.503,1.022,normal
1360,0.884,1.177,normal
1361,0.815,0.776,normal
1362,1.088,1.384,normal
1363,1.546,1.107,normal
1364,0.893,1.588,normal
1365,1.374,1.0,normal
1366,0.511,0.373,normal
1367,0.403,1.193,normal
1368,1.201,1.041,normal
1369,1.341,1.483,normal
1370,1.208,0.948,normal
1371,0.88,0.675,normal
1372,1.09,1.009,normal
1373,0.945,1.377,normal
1374,0.736,0.851,normal
1375,1.213,0.534,normal
1376,0.874,0.85,normal
1377,1.123,1.19,normal
1378,0.817,1.012,normal
1379,0.998,1.101,normal
1380,0.902,0.977,normal
1381,1.121,1.167,normal
1382,0.478,0.707,normal
1383,0.274,1.245,normal
1384,1.108,0.871,normal
1385,1.063,1.106,normal
1386,0.671,1.135,normal
1387,0.943,1.128,normal
1388,0.912,1.066,normal
1389,0.757,0.642,normal
1390,1.053,0.599,normal
1391,1.213,1.091,normal
1392,0.906,0.657,normal
1393,0.961,1.679,normal
1394,0.706,0.751,normal
1395,0.536,1.272,normal
1396,1.161,0.696,normal
1397,1.436,1.124,normal
1398,1.101,1.317,normal
1399,0.956,1.211,normal
1400,0.88,1.091,normal
1401,0.589,0.872,normal
1402,0.606,0.947,normal
1403,0.337,0.356,normal
1404,1.002,0.643,normal
1405,1.139,1.263,normal
1406,0.869,1.484,normal
1407,0.426,1.378,normal
1408,0.724,0.62,normal
1409,0.347,1.104,normal
1410,0.81,0.91,normal
1411,1.189,1.178,normal
1412,1.543,0.91,normal
1413,1.218,1.344,normal
1414,1.059,1.642,normal
1415,1.37,1.17,normal
1416,0.926,1.184,normal
1417,0.454,0.941,normal
1418,0.85,1.306,normal
1419,0.801,1.053,normal
1420,0.645,0.889,normal
1421,0.667,0.609,normal
1422,1.119,0.703,normal
1423,1.282,0.82,normal
1424,0.925,0.609,normal
1425,1.129,0.939,normal
1426,1.325,0.487,normal
1427,0.58,0.841,normal
1428,1.156,0.204,normal
1429,1.193,1.255,normal
1430,1.459,1.292,normal
1431,1.793,0.903,normal
1432,0.502,0.998,normal
1433,0.781,1.259,normal
1434,1.026,1.486,normal
1435,1.649,0.99,normal
1436,0.334,1.299,normal
1437,0.97,1.038,normal
1438,1.421,0.837,normal
1439,1.408,1.199,normal
1440,0.832,1.118,normal
1441,0.804,1.009,normal
1442,1.201,0.533,normal
1443,0.523,1.009,normal
1444,0.678,1.301,normal
1445,0.592,0.665,normal
1446,0.801,0.81,normal
1447,1.201,1.122,normal
1448,1.565,0.885,normal
1449,1.085,1.599,normal
1450,1.584,1.129,normal
1451,0.812,1.366,normal
1452,0.729,0.961,normal
1453,1.373,0.793,normal
1454,1.042,1.216,normal
1455,0.864,1.306,normal
1456,1.232,0.659,normal
1457,0.573,1.003,normal
1458,1.161,1.332,normal
1459,0.895,1.259,normal
1460,0.939,0.5,normal
1461,0.749,1.18,normal
1462,1.054,1.42,normal
1463,0.795,1.353,normal
1464,0.756,0.686,normal
1465,0.963,1.098,normal
1466,1.235,0.875,normal
1467,0.756,0.921,normal
1468,0.778,0.779,normal
1469,1.259,0.738,normal
1470,0.864,0.97,normal
1471,1.104,1.199,normal
1472,1.822,0.683,normal
1473,0.921,0.944,normal
1474,1.178,1.24,normal
1475,1.166,0.405,normal
1476,0.679,0.564,normal
1477,0.788,0.971,normal
1478,0.56,1.236,normal
1479,1.076,0.439,normal
1480,1.315,0.843,normal
1481,1.324,0.903,normal
1482,1.43,0.426,normal
1483,1.442,1.016,normal
1484,0.844,1.095,normal
1485,0.806,0.496,normal
1486,1.008,0.649,normal
1487,1.134,0.937,normal
1488,1.236,1.012,normal
1489,0.906,0.949,normal
1490,0.715,0.945,normal
1491,1.441,0.935,normal
1492,0.866,1.529,normal
1493,1.112,1.321,normal
1494,0.498,1.07,normal
1495,1.345,1.049,normal
1496,1.495,1.465,normal
1497,1.735,1.069,normal
1498,1.089,0.527,normal
1499,0.404,0.706,normal
1500,0.946,1.8,normal
1501,1.078,1.272,normal
1502,1.195,1.163,normal
1503,0.82,0.99,normal
1504,1.152,1.114,normal
1505,1.078,1.304,normal
1506,1.044,0.486,normal
1507,1.008,0.662,normal
1508,1.34,1.001,normal
1509,1.556,1.146,normal
1510,0.914,1.24,normal
1511,0.605,0.881,normal
1512,0.964,0.699,normal
1513,0.967,0.776,normal
1514,0.84,1.259,normal
1515,0.731,1.156,normal
1516,1.493,0.668,normal
1517,1.005,1.4,normal
1518,1.404,1.234,normal
1519,1.239,0.878,normal
1520,1.05,0.642,normal
1521,1.11,0.874,normal
1522,0.674,1.456,normal
1523,1.044,0.973,normal
1524,1.098,1.251,normal
1525,0.871,0.606,normal
1526,1.522,0.902,normal
1527,0.637,1.175,normal
1528,0.916,1.183,normal
1529,0.749,0.985,normal
1530,0.895,0.805,normal
1531,0.709,0.937,normal
1532,0.93,0.953,normal
1533,0.924,0.944,normal
1534,1.23,1.672,normal
1535,1.081,1.026,normal
1536,0.815,0.889,normal
1537,1.264,0.564,normal
1538,0.789,1.082,normal
1539,0.919,0.92,normal
1540,1.118,1.51,normal
1541,1.327,1.007,normal
1542,1.281,0.951,normal
1543,1.165,0.944,normal
1544,0.801,1.084,normal
1545,0.833,0.901,normal
1546,1.104,1.446,normal
1547,0.955,1.144,normal
1548,0.805,0.967,normal
1549,1.102,1.043,normal
1550,1.406,0.578,normal
1551,1.045,1.088,normal
1552,0.466,1.51,normal
1553,0.465,1.22,normal
1554,1.148,0.705,normal
1555,1.074,0.865,normal
1556,1.097,0.631,normal
1557,0.805,0.468,normal
1558,1.621,0.862,normal
1559,0.503,0.786,normal
1560,0.722,1.178,normal
1561,0.998,0.867,normal
1562,1.072,1.5,normal
1563,1.632,1.086,normal
1564,1.223,0.889,normal
1565,0.96,0.483,normal
1566,0.486,0.798,normal
1567,1.45,0.662,normal
1568,0.752,1.014,normal
1569,0.714,0.806,normal
1570,0.892,0.72,normal
1571,1.094,0.802,normal
1572,0.918,1.002,normal
1573,0.661,1.201,normal
1574,1.427,0.935,normal
1575,1.136,0.935,normal
1576,1.225,1.268,normal
1577,0.936,1.169,normal
1578,1.369,1.014,normal
1579,1.46,1.09,normal
1580,1.279,1.106,normal
1581,0.844,0.733,normal
1582,1.199,1.707,normal
1583,1.08,0.887,normal
1584,0.465,0.832,normal
1585,1.093,0.846,normal
1586,1.062,1.397,normal
1587,0.601,1.177,normal
1588,0.924,0.706,normal
1589,0.926,0.807,normal
1590,1.411,1.643,normal
1591,1.071,1.484,normal
1592,0.875,0.77,normal
1593,1.255,1.733,normal
1594,0.617,1.308,normal
1595,0.426,1.393,normal
1596,1.155,1.351,normal
1597,0.652,1.132,normal
1598,0.671,0.81,normal
1599,1.11,1.023,normal
1600,1.311,0.911,normal
1601,1.161,1.572,normal
1602,0.788,1.034,normal
1603,1.315,1.015,normal
1604,1.072,1.157,normal
1605,1.004,1.338,normal
1606,1.054,0.876,normal
1607,1.013,0.973,normal
1608,1.064,0.759,normal
1609,0.834,1.125,normal
1610,0.918,1.705,normal
1611,0.581,0.957,normal
1612,0.868,1.069,normal
1613,1.414,0.986,normal
1614,0.711,1.242,normal
1615,1.0,0.976,normal
1616,1.14,1.185,normal
1617,0.971,0.511,normal
1618,0.873,1.296,normal
1619,0.812,1.29,normal
1620,1.234,0.946,normal
1621,0.505,0.497,normal
1622,0.788,0.464,normal
1623,0.976,1.06,normal
1624,0.651,1.369,normal
1625,0.956,0.456,normal
1626,0.68,0.678,normal
1627,0.879,1.408,normal
1628,0.853,0.728,normal
1629,0.849,1.278,normal
1630,1.143,1.109,normal
1631,0.942,1.377,normal
1632,1.499,0.691,normal
1633,1.248,0.843,normal
1634,1.252,0.797,normal
1635,0.491,0.691,normal
1636,1.138,0.976,normal
1637,0.93,1.063,normal
1638,0.693,1.257,normal
1639,1.396,1.588,normal
1640,0.347,0.883,normal
1641,0.663,1.4,normal
1642,1.159,1.031,normal
1643,0.926,1.093,normal
1644,0.992,0.601,normal
1645,0.889,1.525,normal
1646,0.973,0.853,normal
1647,0.947,1.674,normal
1648,0.826,0.67,normal
1649,0.671,1.025,normal
1650,1.048,0.578,normal
1651,1.668,1.226,normal
1652,0.933,1.33,normal
1653,1.298,1.142,normal
1654,0.563,1.048,normal
1655,1.147,0.773,normal
1656,0.417,1.279,normal
1657,0.787,0.914,normal
1658,1.434,1.1,normal
1659,0.535,1.251,normal
1660,0.749,0.631,normal
1661,0.703,1.186,normal
1662,0.554,1.282,normal
1663,1.072,0.828,normal
1664,0.927,1.057,normal
1665,1.05,1.173,normal
1666,0.615,1.062,normal
1667,0.531,1.264,normal
1668,-0.314,1.214,normal
1669,0.958,0.554,normal
1670,1.025,0.877,normal
1671,0.633,0.881,normal
1672,0.593,1.73,normal
1673,1.154,1.04,normal
1674,0.563,1.037,normal
1675,0.857,0.957,normal
1676,1.764,0.956,normal
1677,1.243,0.717,normal
1678,1.411,1.021,normal
1679,1.139,1.157,normal
1680,0.97,1.332,normal
1681,1.011,1.239,normal
1682,1.776,1.317,normal
1683,0.597,1.009,normal
1684,1.288,1.05,normal
1685,0.989,0.964,normal
1686,0.971,0.814,normal
1687,0.963,1.151,normal
1688,1.184,1.263,normal
1689,1.085,1.037,normal
1690,0.582,0.99,normal
1691,0.95,0.705,normal
1692,0.574,0.801,normal
1693,0.393,1.007,normal
1694,0.81,0.879,normal
1695,0.906,1.178,normal
1696,0.955,0.97,normal
1697,0.993,1.007,normal
1698,0.526,1.003,normal
1699,0.687,1.094,normal
1700,1.427,1.108,normal
1701,1.266,0.886,normal
1702,0.866,0.787,normal
1703,0.868,1.041,normal
1704,0.8,1.17,normal
1705,1.069,0.966,normal
1706,0.886,1.177,normal
1707,0.649,1.197,normal
1708,1.53,0.972,normal
1709,1.01,1.194,normal
1710,1.019,0.84,normal
1711,1.24,1.141,normal
1712,1.224,1.105,normal
1713,1.412,1.478,normal
1714,0.882,0.78,normal
1715,1.224,1.126,normal
1716,1.311,1.106,normal
1717,0.859,1.244,normal
1718,1.252,1.023,normal
1719,1.199,1.191,normal
1720,0.914,0.798,normal
1721,0.68,0.769,normal
1722,0.886,0.853,normal
1723,0.985,0.81,normal
1724,1.361,1.0,normal
1725,0.53,0.942,normal
1726,1.459,0.929,normal
1727,0.686,1.67,normal
1728,0.528,0.973,normal
1729,1.332,1.058,normal
1730,1.006,0.944,normal
1731,0.879,0.942,normal
1732,1.031,1.143,normal
1733,1.145,1.064,normal
1734,0.652,1.237,normal
1735,1.188,0.678,normal
1736,0.736,1.359,normal
1737,1.075,1.545,normal
1738,0.872,0.812,normal
1739,1.047,0.623,normal
1740,0.955,1.064,normal
1741,0.873,1.021,normal
1742,0.926,1.294,normal
1743,1.053,0.963,normal
1744,1.143,1.075,normal
1745,1.027,0.59,normal
1746,1.657,0.808,normal
1747,0.692,1.1,normal
1748,1.132,1.264,normal
1749,1.354,0.822,normal
1750,1.473,1.107,normal
1751,1.288,1.511,normal
1752,1.109,1.288,normal
1753,0.666,0.967,normal
1754,0.937,1.143,normal
1755,0.964,1.014,normal
1756,0.713,1.017,normal
1757,0.779,1.009,normal
1758,0.775,0.85,normal
1759,0.685,0.805,normal
1760,0.786,0.984,normal
1761,1.042,0.89,normal
1762,0.956,1.309,normal
1763,0.824,0.57,normal
1764,1.322,0.775,normal
1765,1.116,0.989,normal
1766,1.051,0.861,normal
1767,1.095,0.985,normal
1768,1.52,1.142,normal
1769,1.47,1.014,normal
1770,1.173,0.663,normal
1771,1.599,1.298,normal
1772,1.08,0.883,normal
1773,1.3,1.15,normal
1774,1.313,0.625,normal
1775,0.944,0.884,normal
1776,0.662,1.589,normal
1777,1.573,1.275,normal
1778,0.957,1.068,normal
1779,0.744,0.752,normal
1780,0.805,1.062,normal
1781,0.719,0.792,normal
1782,1.111,0.942,normal
1783,1.113,0.663,normal
1784,1.607,1.008,normal
1785,1.072,0.721,normal
1786,0.946,1.748,normal
1787,0.715,0.829,normal
1788,1.172,0.285,normal
1789,1.059,0.892,normal
1790,1.13,1.129,normal
1791,0.982,0.716,normal
1792,1.426,0.517,normal
1793,0.821,1.069,normal
1794,1.292,0.878,normal
1795,1.182,1.066,normal
1796,1.027,0.871,normal
1797,0.953,0.535,normal
1798,1.54,0.67,normal
1799,1.046,1.035,normal
1800,0.785,0.805,normal
1801,0.826,0.988,normal
1802,0.791,0.383,normal
1803,1.122,0.921,normal
1804,1.041,0.811,normal
1805,0.924,1.048,normal
1806,1.348,0.706,normal
1807,0.519,1.193,normal
1808,0.85,0.626,normal
1809,0.533,0.952,normal
1810,1.106,1.485,normal
1811,1.136,0.15,normal
1812,0.911,0.688,normal
1813,1.191,0.884,normal
1814,0.614,1.043,normal
1815,1.079,1.03,normal
1816,0.458,1.182,normal
1817,1.209,1.181,normal
1818,1.172,0.971,normal
1819,1.572,1.437,normal
1820,0.769,1.126,normal
1821,1.139,1.055,normal
1822,0.954,1.018,normal
1823,1.105,1.201,normal
1824,1.277,1.076,normal
1825,1.467,1.508,normal
1826,1.413,0.494,normal
1827,0.983,1.025,normal
1828,0.588,0.795,normal
1829,1.523,0.908,normal
1830,1.268,1.17,normal
1831,0.926,1.074,normal
1832,0.727,0.955,normal
1833,0.378,1.165,normal
1834,1.053,1.082,normal
1835,1.14,1.059,normal
1836,1.567,1.51,normal
1837,1.127,1.28,normal
1838,0.761,1.307,normal
1839,0.743,1.127,normal
1840,1.336,0.889,normal
1841,0.887,0.336,normal
1842,0.875,0.971,normal
1843,1.137,0.433,normal
1844,1.321,1.049,normal
1845,1.425,0.917,normal
1846,0.901,1.256,normal
1847,0.763,0.898,normal
1848,0.849,0.84,normal
1849,1.183,1.274,normal
1850,1.302,1.588,normal
1851,0.962,1.016,normal
1852,0.859,1.307,normal
1853,1.568,0.604,normal
1854,1.101,0.985,normal
1855,0.924,0.722,normal
1856,0.662,1.186,normal
1857,0.983,0.963,normal
1858,0.756,0.878,normal
1859,1.245,0.795,normal
1860,0.729,0.96,normal
